Date,Status,LineAmountType,Narration,AccountCode,LineAmount,Description,ManualJournalID
2018-08-01,POSTED,NoTax,Reversal: closing stock per client,107,1584.54,closing stock per client,086fb6c5-31a2-4e78-a6da-5c2bf5ca525b
2018-07-31,POSTED,NoTax,closing stock per client,701,1303.93,closing stock per client,cf7f2411-69b6-48f0-ab76-ea1c75e301d8
2018-07-31,POSTED,NoTax,closing stock per client,107,-1303.93,closing stock per client,cf7f2411-69b6-48f0-ab76-ea1c75e301d8
2018-07-31,POSTED,NoTax,closing stock per client,701,1584.54,closing stock per client,cf7f2411-69b6-48f0-ab76-ea1c75e301d8
2018-07-31,POSTED,NoTax,closing stock per client,107,-1584.54,closing stock per client,cf7f2411-69b6-48f0-ab76-ea1c75e301d8
2018-07-31,VOIDED,NoTax,CT Provision,500,63.1,CT Provision,a46a1e99-a6f8-470f-88c9-a79a77894383
2018-07-31,VOIDED,NoTax,CT Provision,830,-63.1,CT Provision,a46a1e99-a6f8-470f-88c9-a79a77894383
2018-07-31,VOIDED,NoTax,CT Provision,500,63.09,CT Provision,a46a1e99-a6f8-470f-88c9-a79a77894383
2018-07-31,VOIDED,NoTax,CT Provision,830,-63.09,CT Provision,a46a1e99-a6f8-470f-88c9-a79a77894383
2018-08-31,POSTED,NoTax,CSP Subscriptions - Sam,620,-14.87,CSP Subscriptions - Sam,22711f45-2595-4427-be3d-2e5803ed498c
2018-08-31,POSTED,NoTax,CSP Subscriptions - Sam,620,-14.86,CSP Subscriptions - Sam,22711f45-2595-4427-be3d-2e5803ed498c
2018-08-31,POSTED,NoTax,CSP Subscriptions - Sam,485,14.87,CSP Subscriptions - Sam,22711f45-2595-4427-be3d-2e5803ed498c
2018-08-31,POSTED,NoTax,CSP Subscriptions - Sam,485,14.86,CSP Subscriptions - Sam,22711f45-2595-4427-be3d-2e5803ed498c
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,478,702.0,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,520-2,1416.66,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,476-2,3597.76,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,151,13019.09,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,520-1,147.04,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,476-1,151.89,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,152,1229.09,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,825,-63.5,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,825,-1839.3,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,825,-1328.73,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,825,-1528.02,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,814,-15085.83,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,858,-289.36,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,858,-241.11,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,153,195.84,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,520,23.3,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,476,21.97,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,970,1548.15,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,970,1548.15,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,814,-3096.3,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,478,-17.65,Private Medical Insurance Directors,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,476-2,-78.8,SSP,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,151,-32.34,Private Medical Insurance Therapists,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,478,702.0,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,520-2,3577.29,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,476-2,3818.34,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,151,15740.12,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,520-1,326.26,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,476-1,185.54,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,152,1542.51,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,825,-179.5,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,825,-2414.7,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,825,-1786.35,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,825,-2054.31,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,814,-18911.32,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,858,-478.91,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,858,-331.62,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,153,245.26,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,520,54.14,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,476,32.22,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,970,1548.15,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,970,1548.15,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,814,-3096.3,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,478,-17.65,Private Medical Insurance Directors,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,476-2,-49.32,Private Medical Insurance Reception,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-09-30,POSTED,NoTax,CSP Subscriptions - Sam,620,-14.87,CSP Subscriptions - Sam,8ba751f2-8fe7-42c0-9e52-974ad4285c40
2018-09-30,POSTED,NoTax,CSP Subscriptions - Sam,620,-14.86,CSP Subscriptions - Sam,8ba751f2-8fe7-42c0-9e52-974ad4285c40
2018-09-30,POSTED,NoTax,CSP Subscriptions - Sam,485,14.87,CSP Subscriptions - Sam,8ba751f2-8fe7-42c0-9e52-974ad4285c40
2018-09-30,POSTED,NoTax,CSP Subscriptions - Sam,485,14.86,CSP Subscriptions - Sam,8ba751f2-8fe7-42c0-9e52-974ad4285c40
2018-09-01,POSTED,NoTax,Reversal: closing stock per client,701,-1203.17,closing stock per client,c584dd1c-a835-49ec-93c3-1086ec8c6c99
2018-09-01,POSTED,NoTax,Reversal: closing stock per client,107,1203.17,closing stock per client,c584dd1c-a835-49ec-93c3-1086ec8c6c99
2018-09-01,POSTED,NoTax,Reversal: closing stock per client,701,-1329.08,closing stock per client,c584dd1c-a835-49ec-93c3-1086ec8c6c99
2018-09-01,POSTED,NoTax,Reversal: closing stock per client,107,1329.08,closing stock per client,c584dd1c-a835-49ec-93c3-1086ec8c6c99
2018-08-31,POSTED,NoTax,closing stock per client,701,1203.17,closing stock per client,e2975afc-f5bc-40b4-be57-1a09f81da8f1
2018-08-31,POSTED,NoTax,closing stock per client,107,-1203.17,closing stock per client,e2975afc-f5bc-40b4-be57-1a09f81da8f1
2018-08-31,POSTED,NoTax,closing stock per client,701,1329.08,closing stock per client,e2975afc-f5bc-40b4-be57-1a09f81da8f1
2018-08-31,POSTED,NoTax,closing stock per client,107,-1329.08,closing stock per client,e2975afc-f5bc-40b4-be57-1a09f81da8f1
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,478,702.0,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,520-2,3535.44,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,476-2,3530.75,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,154,100.8,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,151,14337.48,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,520-1,320.42,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,476-1,146.26,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,152,1337.72,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,825,-84.0,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,825,-2117.7,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,825,-1569.03,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,825,-1804.4,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,814,-17949.3,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,858,-428.76,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,858,-291.04,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,520,53.31,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,476,27.31,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,153,210.42,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,970,1548.15,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,970,1548.15,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,814,-3096.3,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,478,-17.65,Private Medical Insurance Directors,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,476-2,-40.03,Private Medical Insurance Reception,eb354ead-1a8a-4e41-8731-e3f437373398
2018-10-31,POSTED,NoTax,CSP Subscriptions - Sam,620,-14.87,CSP Subscriptions - Sam,ac3898d3-dae1-43a1-9617-2cf1675a3ea0
2018-10-31,POSTED,NoTax,CSP Subscriptions - Sam,620,-14.86,CSP Subscriptions - Sam,ac3898d3-dae1-43a1-9617-2cf1675a3ea0
2018-10-31,POSTED,NoTax,CSP Subscriptions - Sam,485,14.87,CSP Subscriptions - Sam,ac3898d3-dae1-43a1-9617-2cf1675a3ea0
2018-10-31,POSTED,NoTax,CSP Subscriptions - Sam,485,14.86,CSP Subscriptions - Sam,ac3898d3-dae1-43a1-9617-2cf1675a3ea0
2018-10-01,POSTED,NoTax,Reversal: closing stock per client,701,-1132.33,closing stock per client,18dfc415-6c96-4cd3-9c41-a53a6e5e7a54
2018-10-01,POSTED,NoTax,Reversal: closing stock per client,107,1132.33,closing stock per client,18dfc415-6c96-4cd3-9c41-a53a6e5e7a54
2018-10-01,POSTED,NoTax,Reversal: closing stock per client,701,-1390.93,closing stock per client,18dfc415-6c96-4cd3-9c41-a53a6e5e7a54
2018-10-01,POSTED,NoTax,Reversal: closing stock per client,107,1390.93,closing stock per client,18dfc415-6c96-4cd3-9c41-a53a6e5e7a54
2018-09-30,POSTED,NoTax,closing stock per client,701,1132.33,closing stock per client,2e675ab2-c011-4a23-b8ed-e5b9ed51c68b
2018-09-30,POSTED,NoTax,closing stock per client,107,-1132.33,closing stock per client,2e675ab2-c011-4a23-b8ed-e5b9ed51c68b
2018-09-30,POSTED,NoTax,closing stock per client,701,1390.93,closing stock per client,2e675ab2-c011-4a23-b8ed-e5b9ed51c68b
2018-09-30,POSTED,NoTax,closing stock per client,107,-1390.93,closing stock per client,2e675ab2-c011-4a23-b8ed-e5b9ed51c68b
2018-08-31,POSTED,NoTax,Loan and Mortgage Interest,901,-8.96,Loan and Mortgage Interest,87ff41ae-6085-4b9e-ab29-26360df0f83c
2018-08-31,POSTED,NoTax,Loan and Mortgage Interest,902,-196.26,Loan and Mortgage Interest,87ff41ae-6085-4b9e-ab29-26360df0f83c
2018-08-31,POSTED,NoTax,Loan and Mortgage Interest,496,205.22,Loan and Mortgage Interest,87ff41ae-6085-4b9e-ab29-26360df0f83c
2018-08-31,POSTED,NoTax,Loan and Mortgage Interest,901,-8.97,Loan and Mortgage Interest,87ff41ae-6085-4b9e-ab29-26360df0f83c
2018-08-31,POSTED,NoTax,Loan and Mortgage Interest,902,-196.27,Loan and Mortgage Interest,87ff41ae-6085-4b9e-ab29-26360df0f83c
2018-08-31,POSTED,NoTax,Loan and Mortgage Interest,496,205.24,Loan and Mortgage Interest,87ff41ae-6085-4b9e-ab29-26360df0f83c
2018-08-31,POSTED,NoTax,Loan and Mortgage Interest,902-1,-237.91,Loan and Mortgage Interest,87ff41ae-6085-4b9e-ab29-26360df0f83c
2018-08-31,POSTED,NoTax,Loan and Mortgage Interest,601,237.91,Loan and Mortgage Interest,87ff41ae-6085-4b9e-ab29-26360df0f83c
2018-08-31,POSTED,NoTax,Loan and Mortgage Interest,902-1,-237.91,Loan and Mortgage Interest,87ff41ae-6085-4b9e-ab29-26360df0f83c
2018-08-31,POSTED,NoTax,Loan and Mortgage Interest,601,237.91,Loan and Mortgage Interest,87ff41ae-6085-4b9e-ab29-26360df0f83c
2018-09-30,POSTED,NoTax,Loan and Mortgage Interest,901,-8.61,Loan and Mortgage Interest,1d01001f-4f94-409a-9f6d-61ed0ae0d5ee
2018-09-30,POSTED,NoTax,Loan and Mortgage Interest,902,-195.49,Loan and Mortgage Interest,1d01001f-4f94-409a-9f6d-61ed0ae0d5ee
2018-09-30,POSTED,NoTax,Loan and Mortgage Interest,496,204.1,Loan and Mortgage Interest,1d01001f-4f94-409a-9f6d-61ed0ae0d5ee
2018-09-30,POSTED,NoTax,Loan and Mortgage Interest,901,-8.62,Loan and Mortgage Interest,1d01001f-4f94-409a-9f6d-61ed0ae0d5ee
2018-09-30,POSTED,NoTax,Loan and Mortgage Interest,902,-195.5,Loan and Mortgage Interest,1d01001f-4f94-409a-9f6d-61ed0ae0d5ee
2018-09-30,POSTED,NoTax,Loan and Mortgage Interest,496,204.12,Loan and Mortgage Interest,1d01001f-4f94-409a-9f6d-61ed0ae0d5ee
2018-09-30,POSTED,NoTax,Loan and Mortgage Interest,902-1,-237.08,Loan and Mortgage Interest,1d01001f-4f94-409a-9f6d-61ed0ae0d5ee
2018-09-30,POSTED,NoTax,Loan and Mortgage Interest,601,237.08,Loan and Mortgage Interest,1d01001f-4f94-409a-9f6d-61ed0ae0d5ee
2018-09-30,POSTED,NoTax,Loan and Mortgage Interest,902-1,-237.08,Loan and Mortgage Interest,1d01001f-4f94-409a-9f6d-61ed0ae0d5ee
2018-09-30,POSTED,NoTax,Loan and Mortgage Interest,601,237.08,Loan and Mortgage Interest,1d01001f-4f94-409a-9f6d-61ed0ae0d5ee
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,478,702.0,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,520-2,3583.54,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,476-2,4269.7,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,154,228.19,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,151,15525.15,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,520-1,327.15,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,476-1,199.36,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,152,1512.7,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,825,-170.5,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,825,-2430.4,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,825,-1773.21,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,825,-2039.21,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,814,-19403.22,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,858,-464.28,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,858,-319.26,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,520,54.27,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,476,34.01,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,153,230.98,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,970,1548.15,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,970,1548.15,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,814,-3096.3,Moulton Payroll - October 2018,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,478,-17.65,Private Medical Insurance Directors,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Moulton Payroll - October 2018,476-2,-49.32,Private Medical Insurance Reception,ecfc1d9b-c881-418c-871b-41d6b33836d1
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,478,702.0,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,520-2,1416.66,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,476-2,3793.66,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,154,505.41,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,151,13359.84,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,520-1,147.04,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,476-1,146.24,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,152,1276.56,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,825,-77.5,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,825,-2033.4,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,825,-1365.09,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,825,-1569.84,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,814,-15965.94,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,858,-285.65,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,858,-238.05,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,520,23.3,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,476,22.05,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,153,192.7,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,970,1548.15,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
2018-10-31,POSTED,NoTax,Wootton Payroll - October 2018,970,1548.15,Wootton Payroll - October 2018,f8639492-f6a1-4f25-a30b-6b057c91def9
